frame_no,frametime_original,frametime,in_slot_0,in_slot_1,in_slot_2,in_slot_3,out_slot_0,out_slot_1,out_slot_2,out_slot_3,measured_utilization_lot_0,measured_utilization_lot_1,measured_utilization_lot_2,measured_utilization_lot_3,avg_measured_utilization_of_total,avg_measured_unused_of_total,agg_net_space_util,agg_unused_space,spots_occupied,times_parking_in_use,times_parking_in_full_use,accumulated_used_slots_no_vehicles,avg_space_util_per_slot,avg_measured_unused_per_slot,net_util_at_full_capacity,net_util_of_used_lots,accum_time_used_slot_0_per_vehicle,accum_time_used_slot_1_per_vehicle,accum_time_used_slot_2_per_vehicle,accum_time_used_slot_3_per_vehicle,final_time_used_slot_0_per_vehicle,final_time_used_slot_1_per_vehicle,final_time_used_slot_2_per_vehicle,final_time_used_slot_3_per_vehicle,total_used_sec_slot_0,total_used_sec_slot_1,total_used_sec_slot_2,total_used_sec_slot_3,total_used_sec_slot_0_wrk_hrs,total_used_sec_slot_1_wrk_hrs,total_used_sec_slot_2_wrk_hrs,total_used_sec_slot_3_wrk_hrs,coordinate_end_slot_0,coordinate_end_slot_1,coordinate_end_slot_2,coordinate_end_slot_3,coordinate_start_slot_0,coordinate_start_slot_1,coordinate_start_slot_2,coordinate_start_slot_3
319,7/11/17 5:19,5:19:30,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3480,3480,0,,,,,0,3480,3480,0,0,3480,3480,0,500,745,1142,1180,500,745,964,1180
320,7/11/17 5:19,5:19:45,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3495,3495,0,,,,,0,3495,3495,0,0,3495,3495,0,500,745,1142,1180,500,745,964,1180
321,7/11/17 5:20,5:20:00,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3510,3510,0,,,,,0,3510,3510,0,0,3510,3510,0,500,745,1142,1180,500,745,964,1180
322,7/11/17 5:20,5:20:15,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3525,3525,0,,,,,0,3525,3525,0,0,3525,3525,0,500,745,1142,1180,500,745,964,1180
323,7/11/17 5:20,5:20:30,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3540,3540,0,,,,,0,3540,3540,0,0,3540,3540,0,500,745,1142,1180,500,745,964,1180
324,7/11/17 5:20,5:20:45,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3555,3555,0,,,,,0,3555,3555,0,0,3555,3555,0,500,745,1142,1180,500,745,964,1180
325,7/11/17 5:21,5:21:00,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3570,3570,0,,,,,0,3570,3570,0,0,3570,3570,0,500,745,1142,1180,500,745,964,1180
326,7/11/17 5:21,5:21:15,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3585,3585,0,,,,,0,3585,3585,0,0,3585,3585,0,500,745,1142,1180,500,745,964,1180
327,7/11/17 5:21,5:21:30,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3600,3600,0,,,,,0,3600,3600,0,0,3600,3600,0,500,745,1142,1180,500,745,964,1180
328,7/11/17 5:21,5:21:45,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3615,3615,0,,,,,0,3615,3615,0,0,3615,3615,0,500,745,1142,1180,500,745,964,1180
329,7/11/17 5:22,5:22:00,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3630,3630,0,,,,,0,3630,3630,0,0,3630,3630,0,500,745,1142,1180,500,745,964,1180
330,7/11/17 5:22,5:22:15,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3645,3645,0,,,,,0,3645,3645,0,0,3645,3645,0,500,745,1142,1180,500,745,964,1180
331,7/11/17 5:22,5:22:30,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3660,3660,0,,,,,0,3660,3660,0,0,3660,3660,0,500,745,1142,1180,500,745,964,1180
332,7/11/17 5:22,5:22:45,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3675,3675,0,,,,,0,3675,3675,0,0,3675,3675,0,500,745,1142,1180,500,745,964,1180
333,7/11/17 5:23,5:23:00,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3690,3690,0,,,,,0,3690,3690,0,0,3690,3690,0,500,745,1142,1180,500,745,964,1180
334,7/11/17 5:23,5:23:15,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3705,3705,0,,,,,0,3705,3705,0,0,3705,3705,0,500,745,1142,1180,500,745,964,1180
335,7/11/17 5:23,5:23:30,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3720,3720,0,,,,,0,3720,3720,0,0,3720,3720,0,500,745,1142,1180,500,745,964,1180
336,7/11/17 5:23,5:23:45,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3735,3735,0,,,,,0,3735,3735,0,0,3735,3735,0,500,745,1142,1180,500,745,964,1180
337,7/11/17 5:24,5:24:00,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3750,3750,0,,,,,0,3750,3750,0,0,3750,3750,0,500,745,1142,1180,500,745,964,1180
338,7/11/17 5:24,5:24:15,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3765,3765,0,,,,,0,3765,3765,0,0,3765,3765,0,500,745,1142,1180,500,745,964,1180
339,7/11/17 5:24,5:24:30,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3780,3780,0,,,,,0,3780,3780,0,0,3780,3780,0,500,745,1142,1180,500,745,964,1180
340,7/11/17 5:24,5:24:45,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3795,3795,0,,,,,0,3795,3795,0,0,3795,3795,0,500,745,1142,1180,500,745,964,1180
341,7/11/17 5:25,5:25:00,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3810,3810,0,,,,,0,3810,3810,0,0,3810,3810,0,500,745,1142,1180,500,745,964,1180
342,7/11/17 5:25,5:25:15,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3825,3825,0,,,,,0,3825,3825,0,0,3825,3825,0,500,745,1142,1180,500,745,964,1180
343,7/11/17 5:25,5:25:30,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3840,3840,0,,,,,0,3840,3840,0,0,3840,3840,0,500,745,1142,1180,500,745,964,1180
344,7/11/17 5:25,5:25:45,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3855,3855,0,,,,,0,3855,3855,0,0,3855,3855,0,500,745,1142,1180,500,745,964,1180
345,7/11/17 5:26,5:26:00,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3870,3870,0,,,,,0,3870,3870,0,0,3870,3870,0,500,745,1142,1180,500,745,964,1180
346,7/11/17 5:26,5:26:15,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3885,3885,0,,,,,0,3885,3885,0,0,3885,3885,0,500,745,1142,1180,500,745,964,1180
347,7/11/17 5:26,5:26:30,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3900,3900,0,,,,,0,3900,3900,0,0,3900,3900,0,500,745,1142,1180,500,745,964,1180
348,7/11/17 5:26,5:26:45,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3915,3915,0,,,,,0,3915,3915,0,0,3915,3915,0,500,745,1142,1180,500,745,964,1180
349,7/11/17 5:27,5:27:00,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3930,3930,0,,,,,0,3930,3930,0,0,3930,3930,0,500,745,1142,1180,500,745,964,1180
350,7/11/17 5:27,5:27:15,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3945,3945,0,,,,,0,3945,3945,0,0,3945,3945,0,500,745,1142,1180,500,745,964,1180
351,7/11/17 5:27,5:27:30,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3960,3960,0,,,,,0,3960,3960,0,0,3960,3960,0,500,745,1142,1180,500,745,964,1180
352,7/11/17 5:27,5:27:45,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3975,3975,0,,,,,0,3975,3975,0,0,3975,3975,0,500,745,1142,1180,500,745,964,1180
353,7/11/17 5:28,5:28:00,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,3990,3990,0,,,,,0,3990,3990,0,0,3990,3990,0,500,745,1142,1180,500,745,964,1180
354,7/11/17 5:28,5:28:15,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4005,4005,0,,,,,0,4005,4005,0,0,4005,4005,0,500,745,1142,1180,500,745,964,1180
355,7/11/17 5:28,5:28:30,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4020,4020,0,,,,,0,4020,4020,0,0,4020,4020,0,500,745,1142,1180,500,745,964,1180
356,7/11/17 5:28,5:28:45,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4035,4035,0,,,,,0,4035,4035,0,0,4035,4035,0,500,745,1142,1180,500,745,964,1180
357,7/11/17 5:29,5:29:00,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4050,4050,0,,,,,0,4050,4050,0,0,4050,4050,0,500,745,1142,1180,500,745,964,1180
358,7/11/17 5:29,5:29:15,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4065,4065,0,,,,,0,4065,4065,0,0,4065,4065,0,500,745,1142,1180,500,745,964,1180
359,7/11/17 5:29,5:29:30,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4080,4080,0,,,,,0,4080,4080,0,0,4080,4080,0,500,745,1142,1180,500,745,964,1180
360,7/11/17 5:29,5:29:45,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4095,4095,0,,,,,0,4095,4095,0,0,4095,4095,0,500,745,1142,1180,500,745,964,1180
361,7/11/17 5:30,5:30:00,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4110,4110,0,,,,,0,4110,4110,0,0,4110,4110,0,500,745,1142,1180,500,745,964,1180
362,7/11/17 5:30,5:30:15,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4125,4125,0,,,,,0,4125,4125,0,0,4125,4125,0,500,745,1142,1180,500,745,964,1180
363,7/11/17 5:30,5:30:30,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4140,4140,0,,,,,0,4140,4140,0,0,4140,4140,0,500,745,1142,1180,500,745,964,1180
364,7/11/17 5:30,5:30:45,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4155,4155,0,,,,,0,4155,4155,0,0,4155,4155,0,500,745,1142,1180,500,745,964,1180
365,7/11/17 5:31,5:31:00,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4170,4170,0,,,,,0,4170,4170,0,0,4170,4170,0,500,745,1142,1180,500,745,964,1180
366,7/11/17 5:31,5:31:15,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4185,4185,0,,,,,0,4185,4185,0,0,4185,4185,0,500,745,1142,1180,500,745,964,1180
367,7/11/17 5:31,5:31:30,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4200,4200,0,,,,,0,4200,4200,0,0,4200,4200,0,500,745,1142,1180,500,745,964,1180
368,7/11/17 5:31,5:31:45,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4215,4215,0,,,,,0,4215,4215,0,0,4215,4215,0,500,745,1142,1180,500,745,964,1180
369,7/11/17 5:32,5:32:00,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4230,4230,0,,,,,0,4230,4230,0,0,4230,4230,0,500,745,1142,1180,500,745,964,1180
370,7/11/17 5:32,5:32:15,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4245,4245,0,,,,,0,4245,4245,0,0,4245,4245,0,500,745,1142,1180,500,745,964,1180
371,7/11/17 5:32,5:32:30,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4260,4260,0,,,,,0,4260,4260,0,0,4260,4260,0,500,745,1142,1180,500,745,964,1180
372,7/11/17 5:32,5:32:45,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4275,4275,0,,,,,0,4275,4275,0,0,4275,4275,0,500,745,1142,1180,500,745,964,1180
373,7/11/17 5:33,5:33:00,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4290,4290,0,,,,,0,4290,4290,0,0,4290,4290,0,500,745,1142,1180,500,745,964,1180
374,7/11/17 5:33,5:33:15,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4305,4305,0,,,,,0,4305,4305,0,0,4305,4305,0,500,745,1142,1180,500,745,964,1180
375,7/11/17 5:33,5:33:30,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4320,4320,0,,,,,0,4320,4320,0,0,4320,4320,0,500,745,1142,1180,500,745,964,1180
376,7/11/17 5:33,5:33:45,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4335,4335,0,,,,,0,4335,4335,0,0,4335,4335,0,500,745,1142,1180,500,745,964,1180
377,7/11/17 5:34,5:34:00,0,0,0,0,0,0,0,0,0.00%,6.81%,81.00%,0.00%,21.95%,78.05%,0.88,3.12,2,1,0,2,43.90%,56.10%,0.00%,43.90%,0,4350,4350,0,,,,,0,4350,4350,0,0,4350,4350,0,500,745,1142,1180,500,745,964,1180
378,7/11/17 5:34,5:34:15,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4365,4365,0,,,,,0,4365,4365,0,0,4365,4365,0,500,745,1142,1180,500,745,962,1180
379,7/11/17 5:34,5:34:30,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4380,4380,0,,,,,0,4380,4380,0,0,4380,4380,0,500,745,1142,1180,500,745,962,1180
380,7/11/17 5:34,5:34:45,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4395,4395,0,,,,,0,4395,4395,0,0,4395,4395,0,500,745,1142,1180,500,745,962,1180
381,7/11/17 5:35,5:35:00,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4410,4410,0,,,,,0,4410,4410,0,0,4410,4410,0,500,745,1142,1180,500,745,962,1180
382,7/11/17 5:35,5:35:15,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4425,4425,0,,,,,0,4425,4425,0,0,4425,4425,0,500,745,1142,1180,500,745,962,1180
383,7/11/17 5:35,5:35:30,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4440,4440,0,,,,,0,4440,4440,0,0,4440,4440,0,500,745,1142,1180,500,745,962,1180
384,7/11/17 5:35,5:35:45,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4455,4455,0,,,,,0,4455,4455,0,0,4455,4455,0,500,745,1142,1180,500,745,962,1180
385,7/11/17 5:36,5:36:00,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4470,4470,0,,,,,0,4470,4470,0,0,4470,4470,0,500,745,1142,1180,500,745,962,1180
386,7/11/17 5:36,5:36:15,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4485,4485,0,,,,,0,4485,4485,0,0,4485,4485,0,500,745,1142,1180,500,745,962,1180
387,7/11/17 5:36,5:36:30,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4500,4500,0,,,,,0,4500,4500,0,0,4500,4500,0,500,745,1142,1180,500,745,962,1180
388,7/11/17 5:36,5:36:45,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4515,4515,0,,,,,0,4515,4515,0,0,4515,4515,0,500,745,1142,1180,500,745,962,1180
389,7/11/17 5:37,5:37:00,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4530,4530,0,,,,,0,4530,4530,0,0,4530,4530,0,500,745,1142,1180,500,745,962,1180
390,7/11/17 5:37,5:37:15,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4545,4545,0,,,,,0,4545,4545,0,0,4545,4545,0,500,745,1142,1180,500,745,962,1180
391,7/11/17 5:37,5:37:30,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4560,4560,0,,,,,0,4560,4560,0,0,4560,4560,0,500,745,1142,1180,500,745,962,1180
392,7/11/17 5:37,5:37:45,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4575,4575,0,,,,,0,4575,4575,0,0,4575,4575,0,500,745,1142,1180,500,745,962,1180
393,7/11/17 5:38,5:38:00,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4590,4590,0,,,,,0,4590,4590,0,0,4590,4590,0,500,745,1142,1180,500,745,962,1180
394,7/11/17 5:38,5:38:15,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4605,4605,0,,,,,0,4605,4605,0,0,4605,4605,0,500,745,1142,1180,500,745,962,1180
395,7/11/17 5:38,5:38:30,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4620,4620,0,,,,,0,4620,4620,0,0,4620,4620,0,500,745,1142,1180,500,745,962,1180
396,7/11/17 5:38,5:38:45,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4635,4635,0,,,,,0,4635,4635,0,0,4635,4635,0,500,745,1142,1180,500,745,962,1180
397,7/11/17 5:39,5:39:00,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4650,4650,0,,,,,0,4650,4650,0,0,4650,4650,0,500,745,1142,1180,500,745,962,1180
398,7/11/17 5:39,5:39:15,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4665,4665,0,,,,,0,4665,4665,0,0,4665,4665,0,500,745,1142,1180,500,745,962,1180
399,7/11/17 5:39,5:39:30,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4680,4680,0,,,,,0,4680,4680,0,0,4680,4680,0,500,745,1142,1180,500,745,962,1180
400,7/11/17 5:39,5:39:45,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4695,4695,0,,,,,0,4695,4695,0,0,4695,4695,0,500,745,1142,1180,500,745,962,1180
401,7/11/17 5:40,5:40:00,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4710,4710,0,,,,,0,4710,4710,0,0,4710,4710,0,500,745,1142,1180,500,745,962,1180
402,7/11/17 5:40,5:40:15,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4725,4725,0,,,,,0,4725,4725,0,0,4725,4725,0,500,745,1142,1180,500,745,962,1180
403,7/11/17 5:40,5:40:30,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4740,4740,0,,,,,0,4740,4740,0,0,4740,4740,0,500,745,1142,1180,500,745,962,1180
404,7/11/17 5:40,5:40:45,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4755,4755,0,,,,,0,4755,4755,0,0,4755,4755,0,500,745,1142,1180,500,745,962,1180
405,7/11/17 5:41,5:41:00,0,0,0,0,0,0,0,0,0.00%,7.66%,81.00%,0.00%,22.16%,77.84%,0.89,3.11,2,1,0,2,44.33%,55.67%,0.00%,44.33%,0,4770,4770,0,,,,,0,4770,4770,0,0,4770,4770,0,500,745,1142,1180,500,745,962,1180
